datetime,PV_kW,Load_kW,state,BEV_at_home,average_power_in_W,consumption,day_ahead_price[€/MWh]
2015-01-01 15:00:00,0.2974702735559492,0.5554,errands,0,0.0,0.0,-0.01
2015-01-01 15:15:00,0.0,0.659,errands,0,0.0,0.0,-0.01
2015-01-01 15:30:00,0.0,0.479,driving,0,0.0,1.4790803689913266,-0.01
2015-01-01 15:45:00,0.0,0.4778666666666666,driving,0,0.0,1.4790803689913266,-0.01
2015-01-01 16:00:00,-0.0,0.5534,driving,0,0.0,1.4790803689913266,-0.01
2015-01-01 16:15:00,-0.0,1.2525333333333333,driving,0,0.0,1.4790803689913266,-0.01
2015-01-01 16:30:00,0.0,1.5840666666666663,driving,0,0.0,1.4790803689913266,-0.01
2015-01-01 16:45:00,0.0,2.8480666666666665,driving,0,0.0,1.4790803689913266,-0.01
2015-01-01 17:00:00,0.0,0.9925333333333332,driving,0,0.0,1.4790803689913266,0.07
2015-01-01 17:15:00,0.0,0.7925333333333333,driving,0,0.0,1.4790803689913266,0.07
2015-01-01 17:30:00,0.0,0.9813333333333334,driving,0,0.0,1.4790803689913266,0.07
2015-01-01 17:45:00,-0.0,1.4466666666666668,home,1,0.0,0.0,0.07
2015-01-01 18:00:00,0.0,2.318866666666666,home,1,0.0,0.0,1.01
2015-01-01 18:15:00,0.0,1.415266666666667,home,1,0.0,0.0,1.01
2015-01-01 18:30:00,0.0,1.6930666666666665,home,1,0.0,0.0,1.01
2015-01-01 18:45:00,0.0,1.935466666666667,home,1,0.0,0.0,1.01
2015-01-01 19:00:00,0.0,1.0458,home,1,0.0,0.0,1.48
2015-01-01 19:15:00,0.0,2.4528000000000003,home,1,0.0,0.0,1.48
2015-01-01 19:30:00,0.0,1.7986,home,1,0.0,0.0,1.48
2015-01-01 19:45:00,-0.0,2.3024,home,1,0.0,0.0,1.48
2015-01-01 20:00:00,0.0,1.0412,home,1,0.0,0.0,1.0
2015-01-01 20:15:00,-0.0,2.1322666666666668,home,1,0.0,0.0,1.0
2015-01-01 20:30:00,0.0,1.3131333333333337,home,1,0.0,0.0,1.0
2015-01-01 20:45:00,0.0,1.078733333333333,home,1,0.0,0.0,1.0
2015-01-01 21:00:00,0.0,0.9309333333333332,home,1,0.0,0.0,0.07
2015-01-01 21:15:00,0.0,0.6478666666666667,home,1,0.0,0.0,0.07
2015-01-01 21:30:00,0.0,1.5815333333333332,home,1,0.0,0.0,0.07
2015-01-01 21:45:00,-0.0,1.2253333333333332,home,1,0.0,0.0,0.07
2015-01-01 22:00:00,-0.0,0.7456,home,1,0.0,0.0,10.05
2015-01-01 22:15:00,-0.0,0.7737333333333334,home,1,0.0,0.0,10.05
2015-01-01 22:30:00,-0.0,0.7617333333333334,home,1,0.0,0.0,10.05
2015-01-01 22:45:00,0.0,0.7964666666666667,home,1,0.0,0.0,10.05
2015-01-01 23:00:00,0.0,0.5988,home,1,0.0,0.0,7.01
2015-01-01 23:15:00,0.0,0.5438666666666667,home,1,0.0,0.0,7.01
2015-01-01 23:30:00,-0.0,0.5972666666666666,home,1,0.0,0.0,7.01
2015-01-01 23:45:00,0.0,0.4332666666666666,home,1,0.0,0.0,7.01
2015-01-02 00:00:00,-0.0,0.2951999999999999,home,1,0.0,0.0,2.55
2015-01-02 00:15:00,-0.0,0.6540666666666667,home,1,0.0,0.0,2.55
2015-01-02 00:30:00,-0.0,0.4751333333333333,home,1,0.0,0.0,2.55
2015-01-02 00:45:00,-0.0,0.5208666666666667,home,1,0.0,0.0,2.55
2015-01-02 01:00:00,0.0,0.5794,home,1,0.0,0.0,1.56
2015-01-02 01:15:00,0.0,0.6374,home,1,0.0,0.0,1.56
2015-01-02 01:30:00,0.0,0.5272666666666667,home,1,0.0,0.0,1.56
2015-01-02 01:45:00,0.0,0.4875333333333334,home,1,0.0,0.0,1.56
2015-01-02 02:00:00,0.0,0.4722,home,1,0.0,0.0,3.45
2015-01-02 02:15:00,0.0,0.3793333333333333,home,1,0.0,0.0,3.45
2015-01-02 02:30:00,0.0,0.4254666666666666,home,1,0.0,0.0,3.45
2015-01-02 02:45:00,0.0,0.3618666666666666,home,1,0.0,0.0,3.45
2015-01-02 03:00:00,0.0,0.2255333333333333,home,1,0.0,0.0,7.02
2015-01-02 03:15:00,0.0,0.1861999999999999,home,1,0.0,0.0,7.02
2015-01-02 03:30:00,0.0,0.2375333333333333,home,1,0.0,0.0,7.02
2015-01-02 03:45:00,0.0,0.2509333333333333,home,1,0.0,0.0,7.02
2015-01-02 04:00:00,-0.0,0.2673999999999999,home,1,0.0,0.0,12.75
2015-01-02 04:15:00,0.0,0.25,home,1,0.0,0.0,12.75
2015-01-02 04:30:00,0.0,0.2247333333333333,home,1,0.0,0.0,12.75
2015-01-02 04:45:00,0.0,0.2256666666666666,home,1,0.0,0.0,12.75
2015-01-02 05:00:00,0.0,0.2294,home,1,0.0,0.0,30.07
2015-01-02 05:15:00,-0.0,0.1875333333333333,home,1,0.0,0.0,30.07
2015-01-02 05:30:00,0.0,0.1748,home,1,0.0,0.0,30.07
2015-01-02 05:45:00,0.0,0.1998666666666666,home,1,0.0,0.0,30.07
2015-01-02 06:00:00,0.0,0.2106666666666666,home,1,0.0,0.0,67.13
2015-01-02 06:15:00,-0.0,0.2735333333333333,home,1,0.0,0.0,67.13
2015-01-02 06:30:00,-0.0,0.2366,home,1,0.0,0.0,67.13
2015-01-02 06:45:00,0.0,0.2502,home,1,0.0,0.0,67.13
2015-01-02 07:00:00,0.0,0.1972666666666666,home,1,0.0,0.0,98.83
2015-01-02 07:15:00,0.0,0.2737333333333333,home,1,0.0,0.0,98.83
2015-01-02 07:30:00,0.0,0.2702,home,1,0.0,0.0,98.83
2015-01-02 07:45:00,0.0,0.2416666666666666,home,1,0.0,0.0,98.83
2015-01-02 08:00:00,0.0,0.1718666666666666,home,1,0.0,0.0,121.53
2015-01-02 08:15:00,0.0,0.1933333333333333,home,1,0.0,0.0,121.53
2015-01-02 08:30:00,0.0,0.2025333333333333,home,1,0.0,0.0,121.53
2015-01-02 08:45:00,0.0383336901962348,0.1928666666666667,home,1,0.0,0.0,121.53
2015-01-02 09:00:00,0.0640629560239301,0.2621333333333333,home,1,0.0,0.0,127.23
2015-01-02 09:15:00,0.0964809463154515,0.1900666666666666,driving,0,0.0,1.0617527682942312,127.23
2015-01-02 09:30:00,0.2028786514751863,0.3999333333333333,shopping,0,0.0,0.0,127.23
2015-01-02 09:45:00,0.634865849389909,0.3373333333333333,shopping,0,0.0,0.0,127.23
2015-01-02 10:00:00,0.424189801783864,0.4036,shopping,0,0.0,0.0,126.35
2015-01-02 10:15:00,0.6119349949154105,0.4108666666666666,shopping,0,0.0,0.0,126.35
2015-01-02 10:30:00,0.9098471894580872,0.3895333333333333,shopping,0,0.0,0.0,126.35
2015-01-02 10:45:00,1.3264853628580449,1.1565333333333334,shopping,0,0.0,0.0,126.35
2015-01-02 11:00:00,1.3301114956586473,2.6389333333333336,shopping,0,0.0,0.0,119.97
2015-01-02 11:15:00,1.7284203549742476,4.3072,shopping,0,0.0,0.0,119.97
2015-01-02 11:30:00,0.9293005908160464,3.7878,driving,0,0.0,1.2713026000342915,119.97
2015-01-02 11:45:00,1.3205472539378529,3.026,driving,0,0.0,1.2713026000342915,119.97
2015-01-02 12:00:00,1.2799350747354987,1.8984666666666667,home,1,0.0,0.0,115.95
2015-01-02 12:15:00,2.366143401017038,0.6499333333333333,home,1,0.0,0.0,115.95
2015-01-02 12:30:00,4.768335742886187,0.9496,home,1,0.0,0.0,115.95
2015-01-02 12:45:00,5.261824892467636,2.402,home,1,0.0,0.0,115.95
2015-01-02 13:00:00,2.492101111971857,1.135,home,1,0.0,0.0,113.9
2015-01-02 13:15:00,2.783421942776493,0.3643333333333333,home,1,0.0,0.0,113.9
2015-01-02 13:30:00,1.607127425025284,0.4634666666666666,home,1,0.0,0.0,113.9
2015-01-02 13:45:00,1.1777313947016026,0.3340666666666667,home,1,0.0,0.0,113.9
2015-01-02 14:00:00,0.7876210138345933,0.5416666666666666,home,1,0.0,0.0,122.21
2015-01-02 14:15:00,0.4053779208286137,0.4964666666666666,home,1,0.0,0.0,122.21
2015-01-02 14:30:00,0.436210250968195,0.5889333333333333,home,1,0.0,0.0,122.21
2015-01-02 14:45:00,0.4049398768261188,0.428,home,1,0.0,0.0,122.21
2015-01-02 15:00:00,0.418646502134879,0.2295333333333333,home,1,0.0,0.0,130.11
2015-01-02 15:15:00,0.0,1.1878666666666666,home,1,0.0,0.0,130.11
2015-01-02 15:30:00,0.0,0.4893333333333333,home,1,0.0,0.0,130.11
2015-01-02 15:45:00,0.0,0.4201333333333333,home,1,0.0,0.0,130.11
2015-01-02 16:00:00,0.0,0.8082666666666667,home,1,0.0,0.0,138.59
2015-01-02 16:15:00,-0.0,1.9302,home,1,0.0,0.0,138.59
2015-01-02 16:30:00,-0.0,0.9628666666666666,home,1,0.0,0.0,138.59
2015-01-02 16:45:00,-0.0,2.563266666666667,home,1,0.0,0.0,138.59
2015-01-02 17:00:00,0.0,0.6135333333333333,home,1,0.0,0.0,152.87
2015-01-02 17:15:00,0.0,3.965266666666667,home,1,0.0,0.0,152.87
2015-01-02 17:30:00,-0.0,2.458266666666667,home,1,0.0,0.0,152.87
2015-01-02 17:45:00,0.0,15.152133333333332,home,1,0.0,0.0,152.87
2015-01-02 18:00:00,-0.0,5.087866666666667,home,1,0.0,0.0,152.94
2015-01-02 18:15:00,0.0,2.2394666666666665,home,1,0.0,0.0,152.94
2015-01-02 18:30:00,0.0,1.0146666666666666,home,1,0.0,0.0,152.94
2015-01-02 18:45:00,0.0,3.068,home,1,0.0,0.0,152.94
2015-01-02 19:00:00,0.0,2.062266666666667,home,1,0.0,0.0,139.15
2015-01-02 19:15:00,0.0,1.827,home,1,0.0,0.0,139.15
2015-01-02 19:30:00,0.0,1.9020666666666664,home,1,0.0,0.0,139.15
2015-01-02 19:45:00,0.0,1.9538666666666664,home,1,0.0,0.0,139.15
2015-01-02 20:00:00,-0.0,1.3554666666666666,home,1,0.0,0.0,130.0
2015-01-02 20:15:00,0.0,1.2182,home,1,0.0,0.0,130.0
2015-01-02 20:30:00,0.0,0.5989333333333333,home,1,0.0,0.0,130.0
2015-01-02 20:45:00,0.0,2.0126,home,1,0.0,0.0,130.0
2015-01-02 21:00:00,0.0,0.9438,home,1,0.0,0.0,119.78
2015-01-02 21:15:00,0.0,0.5892666666666666,home,1,0.0,0.0,119.78
2015-01-02 21:30:00,0.0,0.5806666666666667,home,1,0.0,0.0,119.78
2015-01-02 21:45:00,0.0,0.8266666666666667,home,1,0.0,0.0,119.78
2015-01-02 22:00:00,0.0,1.1756,home,1,0.0,0.0,113.42
2015-01-02 22:15:00,-0.0,1.7966,home,1,0.0,0.0,113.42
2015-01-02 22:30:00,0.0,0.8066,home,1,0.0,0.0,113.42
2015-01-02 22:45:00,0.0,0.5316666666666666,home,1,0.0,0.0,113.42
2015-01-02 23:00:00,0.0,0.5448666666666667,home,1,0.0,0.0,82.47
2015-01-02 23:15:00,-0.0,0.5804,home,1,0.0,0.0,82.47
2015-01-02 23:30:00,-0.0,0.3585333333333333,home,1,0.0,0.0,82.47
2015-01-02 23:45:00,-0.0,0.3113333333333333,home,1,0.0,0.0,82.47
2015-01-03 00:00:00,-0.0,0.2405999999999999,home,1,0.0,0.0,99.56
2015-01-03 00:15:00,0.0,0.3448,home,1,0.0,0.0,99.56
2015-01-03 00:30:00,0.0,0.2362666666666666,home,1,0.0,0.0,99.56
2015-01-03 00:45:00,0.0,0.2597333333333333,home,1,0.0,0.0,99.56
2015-01-03 01:00:00,0.0,0.309,home,1,0.0,0.0,87.53
2015-01-03 01:15:00,0.0,0.3583333333333333,home,1,0.0,0.0,87.53
2015-01-03 01:30:00,-0.0,0.3857333333333334,home,1,0.0,0.0,87.53
2015-01-03 01:45:00,0.0,0.3863999999999999,home,1,0.0,0.0,87.53
2015-01-03 02:00:00,-0.0,0.361,home,1,0.0,0.0,85.01
2015-01-03 02:15:00,-0.0,0.3185333333333333,home,1,0.0,0.0,85.01
2015-01-03 02:30:00,0.0,0.2716,home,1,0.0,0.0,85.01
2015-01-03 02:45:00,0.0,0.2753333333333333,home,1,0.0,0.0,85.01
2015-01-03 03:00:00,0.0,0.1789333333333333,home,1,0.0,0.0,83.79
2015-01-03 03:15:00,0.0,0.1769333333333333,home,1,0.0,0.0,83.79
2015-01-03 03:30:00,0.0,0.2398,home,1,0.0,0.0,83.79
2015-01-03 03:45:00,0.0,0.2676666666666666,home,1,0.0,0.0,83.79
2015-01-03 04:00:00,-0.0,0.2185333333333333,home,1,0.0,0.0,77.5
2015-01-03 04:15:00,0.0,0.2868,home,1,0.0,0.0,77.5
2015-01-03 04:30:00,0.0,0.2487333333333333,home,1,0.0,0.0,77.5
2015-01-03 04:45:00,0.0,0.2386,home,1,0.0,0.0,77.5
2015-01-03 05:00:00,-0.0,0.19,home,1,0.0,0.0,79.88
2015-01-03 05:15:00,-0.0,0.2054666666666666,home,1,0.0,0.0,79.88
2015-01-03 05:30:00,0.0,0.2291333333333333,home,1,0.0,0.0,79.88
2015-01-03 05:45:00,0.0,0.2143333333333333,home,1,0.0,0.0,79.88
2015-01-03 06:00:00,0.0,0.3492666666666666,home,1,0.0,0.0,83.56
2015-01-03 06:15:00,-0.0,0.3621333333333333,home,1,0.0,0.0,83.56
2015-01-03 06:30:00,-0.0,0.28,home,1,0.0,0.0,83.56
2015-01-03 06:45:00,0.0,0.3157333333333333,home,1,0.0,0.0,83.56
2015-01-03 07:00:00,0.0,0.31,home,1,0.0,0.0,78.43
2015-01-03 07:15:00,0.0,0.3106666666666667,home,1,0.0,0.0,78.43
2015-01-03 07:30:00,0.0,0.3137333333333333,home,1,0.0,0.0,78.43
2015-01-03 07:45:00,0.0,0.3127333333333333,home,1,0.0,0.0,78.43
2015-01-03 08:00:00,0.0,0.2539333333333333,home,1,0.0,0.0,82.57
2015-01-03 08:15:00,0.0025248125884435,0.2662,home,1,0.0,0.0,82.57
2015-01-03 08:30:00,0.0427107352622605,0.2941999999999999,home,1,0.0,0.0,82.57
2015-01-03 08:45:00,0.1093917764441899,0.3028666666666667,home,1,0.0,0.0,82.57
2015-01-03 09:00:00,0.633345338618555,0.2528,home,1,0.0,0.0,80.76
2015-01-03 09:15:00,0.7946514052378651,0.4321333333333333,home,1,0.0,0.0,80.76
2015-01-03 09:30:00,0.5970723433844555,0.3233333333333333,driving,0,0.0,0.8742629448463605,80.76
2015-01-03 09:45:00,0.3817785916546914,0.2645333333333333,driving,0,0.0,0.8742629448463605,80.76
2015-01-03 10:00:00,0.5131655129637788,0.3855333333333333,driving,0,0.0,0.8742629448463605,77.64
2015-01-03 10:15:00,0.4656640416144117,0.2768666666666666,driving,0,0.0,0.8742629448463605,77.64
2015-01-03 10:30:00,0.520036223667952,0.5869333333333333,leisure,0,0.0,0.0,77.64
2015-01-03 10:45:00,1.0132349484603345,0.3055333333333334,leisure,0,0.0,0.0,77.64
2015-01-03 11:00:00,0.4039776674290902,0.5284,leisure,0,0.0,0.0,70.48
2015-01-03 11:15:00,0.223705607712413,0.6500666666666667,leisure,0,0.0,0.0,70.48
2015-01-03 11:30:00,0.3160643481542244,0.5812666666666666,leisure,0,0.0,0.0,70.48
2015-01-03 11:45:00,1.1697782135175134,1.9615333333333331,driving,0,0.0,2.92896623867021,70.48
2015-01-03 12:00:00,3.7833067516648304,0.3958,driving,0,0.0,2.92896623867021,69.94
2015-01-03 12:15:00,0.3985389350546028,0.6102666666666666,driving,0,0.0,2.92896623867021,69.94
2015-01-03 12:30:00,0.2087818445384076,1.5918666666666663,home,1,0.0,0.0,69.94
2015-01-03 12:45:00,0.5585222178775822,1.5302666666666669,home,1,0.0,0.0,69.94
2015-01-03 13:00:00,3.960331570510492,0.5986666666666667,home,1,0.0,0.0,77.8
2015-01-03 13:15:00,0.7298562101862694,0.3119333333333333,home,1,0.0,0.0,77.8
2015-01-03 13:30:00,0.2177069488121183,0.3936,driving,0,0.0,0.7269580337222036,77.8
2015-01-03 13:45:00,0.1205145352153567,0.318,driving,0,0.0,0.7269580337222036,77.8
2015-01-03 14:00:00,0.1271715060396323,0.2956666666666667,driving,0,0.0,0.7269580337222036,78.81
2015-01-03 14:15:00,0.7909337136760546,0.3017333333333333,leisure,0,0.0,0.0,78.81
2015-01-03 14:30:00,0.3634934163167976,0.4624,driving,0,0.0,0.6802846025126293,78.81
2015-01-03 14:45:00,0.1435853370843284,0.3878666666666667,shopping,0,0.0,0.0,78.81
2015-01-03 15:00:00,0.0496273718438394,0.3304666666666666,shopping,0,0.0,0.0,85.29
2015-01-03 15:15:00,0.0,0.3379333333333333,shopping,0,0.0,0.0,85.29
2015-01-03 15:30:00,0.0,0.3535333333333333,shopping,0,0.0,0.0,85.29
2015-01-03 15:45:00,0.0,0.4248,shopping,0,0.0,0.0,85.29
2015-01-03 16:00:00,0.0,0.4732666666666666,shopping,0,0.0,0.0,105.51
2015-01-03 16:15:00,0.0,0.4921333333333333,shopping,0,0.0,0.0,105.51
2015-01-03 16:30:00,0.0,0.3879333333333333,shopping,0,0.0,0.0,105.51
2015-01-03 16:45:00,0.0,0.3779333333333333,shopping,0,0.0,0.0,105.51
2015-01-03 17:00:00,-0.0,0.5602,shopping,0,0.0,0.0,116.66
2015-01-03 17:15:00,0.0,0.311,shopping,0,0.0,0.0,116.66
2015-01-03 17:30:00,-0.0,0.3658666666666667,shopping,0,0.0,0.0,116.66
2015-01-03 17:45:00,0.0,0.3821333333333333,shopping,0,0.0,0.0,116.66
2015-01-03 18:00:00,0.0,0.428,shopping,0,0.0,0.0,115.06
2015-01-03 18:15:00,0.0,0.4073333333333333,shopping,0,0.0,0.0,115.06
2015-01-03 18:30:00,-0.0,0.3039333333333333,shopping,0,0.0,0.0,115.06
2015-01-03 18:45:00,0.0,0.5022,shopping,0,0.0,0.0,115.06
2015-01-03 19:00:00,-0.0,0.5136000000000001,shopping,0,0.0,0.0,114.91
2015-01-03 19:15:00,-0.0,0.3198,shopping,0,0.0,0.0,114.91
2015-01-03 19:30:00,0.0,0.4795333333333333,shopping,0,0.0,0.0,114.91
2015-01-03 19:45:00,0.0,0.6484666666666667,driving,0,0.0,0.5274161867844374,114.91
2015-01-03 20:00:00,0.0,0.666,driving,0,0.0,0.5274161867844374,113.3
2015-01-03 20:15:00,0.0,2.066733333333333,home,1,0.0,0.0,113.3
2015-01-03 20:30:00,0.0,2.9363333333333337,home,1,0.0,0.0,113.3
2015-01-03 20:45:00,0.0,0.6008666666666667,home,1,0.0,0.0,113.3
2015-01-03 21:00:00,0.0,0.5869333333333333,home,1,0.0,0.0,107.8
2015-01-03 21:15:00,0.0,0.5705333333333333,home,1,0.0,0.0,107.8
2015-01-03 21:30:00,0.0,0.6330666666666667,home,1,0.0,0.0,107.8
2015-01-03 21:45:00,0.0,0.6098,home,1,0.0,0.0,107.8
2015-01-03 22:00:00,0.0,0.6299333333333332,home,1,0.0,0.0,98.22
2015-01-03 22:15:00,-0.0,0.6738666666666667,home,1,0.0,0.0,98.22
2015-01-03 22:30:00,0.0,1.0258666666666665,home,1,0.0,0.0,98.22
2015-01-03 22:45:00,0.0,0.6403333333333334,home,1,0.0,0.0,98.22
2015-01-03 23:00:00,0.0,0.5738666666666666,home,1,0.0,0.0,88.57
2015-01-03 23:15:00,0.0,0.4706,home,1,0.0,0.0,88.57
2015-01-03 23:30:00,0.0,0.5093333333333333,home,1,0.0,0.0,88.57
2015-01-03 23:45:00,0.0,0.3435333333333333,home,1,0.0,0.0,88.57
2015-01-04 00:00:00,0.0,0.5726,home,1,0.0,0.0,90.43
2015-01-04 00:15:00,0.0,0.4781333333333333,home,1,0.0,0.0,90.43
2015-01-04 00:30:00,-0.0,0.5733333333333334,home,1,0.0,0.0,90.43
2015-01-04 00:45:00,-0.0,0.6166666666666666,home,1,0.0,0.0,90.43
2015-01-04 01:00:00,0.0,0.4042666666666666,home,1,0.0,0.0,90.29
2015-01-04 01:15:00,0.0,0.7240666666666667,home,1,0.0,0.0,90.29
2015-01-04 01:30:00,-0.0,0.5524666666666667,home,1,0.0,0.0,90.29
2015-01-04 01:45:00,-0.0,0.6134666666666667,home,1,0.0,0.0,90.29
2015-01-04 02:00:00,0.0,0.6283333333333334,home,1,0.0,0.0,90.2
2015-01-04 02:15:00,0.0,0.6254666666666667,home,1,0.0,0.0,90.2
2015-01-04 02:30:00,0.0,0.5661333333333334,home,1,0.0,0.0,90.2
2015-01-04 02:45:00,0.0,0.5658,home,1,0.0,0.0,90.2
2015-01-04 03:00:00,0.0,0.6500666666666667,home,1,0.0,0.0,91.52
2015-01-04 03:15:00,0.0,0.3633333333333333,home,1,0.0,0.0,91.52
2015-01-04 03:30:00,0.0,0.7017333333333333,home,1,0.0,0.0,91.52
2015-01-04 03:45:00,0.0,0.3882,home,1,0.0,0.0,91.52
2015-01-04 04:00:00,0.0,0.5127999999999999,home,1,0.0,0.0,95.95
2015-01-04 04:15:00,0.0,0.5302666666666667,home,1,0.0,0.0,95.95
2015-01-04 04:30:00,0.0,0.4408,home,1,0.0,0.0,95.95
2015-01-04 04:45:00,-0.0,0.4355333333333334,driving,0,0.0,1.8667829285367783,95.95
2015-01-04 05:00:00,0.0,0.5124,errands,0,0.0,0.0,102.11
2015-01-04 05:15:00,0.0,0.5736666666666667,errands,0,0.0,0.0,102.11
2015-01-04 05:30:00,0.0,0.5418,errands,0,0.0,0.0,102.11
2015-01-04 05:45:00,-0.0,0.4605333333333333,errands,0,0.0,0.0,102.11
2015-01-04 06:00:00,0.0,0.3383333333333333,errands,0,0.0,0.0,110.66
2015-01-04 06:15:00,0.0,0.3872,errands,0,0.0,0.0,110.66
2015-01-04 06:30:00,-0.0,0.5186000000000001,errands,0,0.0,0.0,110.66
2015-01-04 06:45:00,0.0,0.5524,errands,0,0.0,0.0,110.66
2015-01-04 07:00:00,0.0,0.4618666666666666,errands,0,0.0,0.0,119.96
2015-01-04 07:15:00,0.0,0.5391333333333334,errands,0,0.0,0.0,119.96
2015-01-04 07:30:00,0.0,0.4642,errands,0,0.0,0.0,119.96
2015-01-04 07:45:00,0.0,0.1925333333333333,errands,0,0.0,0.0,119.96
